carrier,flight_number,from city,gate,status,scheduled_time,updated_time
Delta Air Lines,3750,Minneapolis| MN,Term 2 - E17,Scheduled,2020-07-24 16:25:00,2020-07-24 16:25:00
United Airlines,5397,Des Moines| IA,Term 1 - B22,Scheduled,2020-07-24 16:25:00,2020-07-24 16:25:00
WestJet Airlines,6584,Minneapolis| MN,Term 2 - E17,Scheduled,2020-07-24 16:25:00,2020-07-24 16:25:00
Lufthansa,8783,Des Moines| IA,Term 1 - B22,Scheduled,2020-07-24 16:25:00,2020-07-24 16:25:00
Air New Zealand,2630,Milwaukee| WI,Term 2 - F18,Scheduled,2020-07-24 16:27:00,2020-07-24 16:27:00
United Airlines,4841,Milwaukee| WI,Term 2 - F18,Scheduled,2020-07-24 16:27:00,2020-07-24 16:27:00
United Airlines,472,Jackson| WY,Term 1 - C24,Scheduled,2020-07-24 16:28:00,2020-07-24 16:16:00
United Airlines,2193,Newark| NJ,Term 1 - B8,Scheduled,2020-07-24 16:30:00,2020-07-24 16:08:00
Air Canada,5134,Newark| NJ,Term 1 - B8,Scheduled,2020-07-24 16:30:00,2020-07-24 16:08:00
Air China,7425,Newark| NJ,Term 1 - B8,Scheduled,2020-07-24 16:30:00,2020-07-24 16:08:00
Air New Zealand,2446,Washington| DC,Term 1 - C8,Scheduled,2020-07-24 16:31:00,2020-07-24 16:31:00
Air Canada,4420,Washington| DC,Term 1 - C8,Scheduled,2020-07-24 16:31:00,2020-07-24 16:31:00
All Nippon Airways,7733,Washington| DC,Term 1 - C8,Scheduled,2020-07-24 16:31:00,2020-07-24 16:31:00
United Airlines,4527,St Louis| MO,Term 2 - F25,Scheduled,2020-07-24 16:33:00,2020-07-24 16:33:00
Aer Lingus,6393,St Louis| MO,Term 2 - F25,Scheduled,2020-07-24 16:33:00,2020-07-24 16:33:00
Lufthansa,8793,St Louis| MO,Term 2 - F25,Scheduled,2020-07-24 16:33:00,2020-07-24 16:33:00
Qatar Airways,7692,Jackson| WY,Term T3 - H11A,Scheduled,2020-07-24 16:34:00,2020-07-24 16:34:00
Air New Zealand,2670,Minneapolis| MN,Term 1 - B9,Scheduled,2020-07-24 16:35:00,2020-07-24 16:35:00
All Nippon Airways,7399,Minneapolis| MN,Term 1 - B9,Scheduled,2020-07-24 16:35:00,2020-07-24 16:35:00
Turkish Airlines,8618,Denver| CO,Term 1 - B7,Scheduled,2020-07-24 16:35:00,2020-07-24 16:30:00
Aer Lingus,6899,Springfield| MO,Term 2 - E10,Scheduled,2020-07-24 16:37:00,2020-07-24 16:37:00
United Airlines,3406,Austin| TX,Term 1 - C7,Scheduled,2020-07-24 16:38:00,2020-07-24 16:38:00
All Nippon Airways,7477,Austin| TX,Term 1 - C7,Scheduled,2020-07-24 16:38:00,2020-07-24 16:38:00
Scandinavian Airlines,8846,Austin| TX,Term 1 - C7,Scheduled,2020-07-24 16:38:00,2020-07-24 16:38:00
Lufthansa,7877,Moline| IL,Term 1 - C4,Scheduled,2020-07-24 16:39:00,2020-07-24 16:39:00
Korean Air,3158,Atlanta| GA,Term 2 - E14,Scheduled,2020-07-24 16:40:00,2020-07-24 16:30:00
KLM Royal Dutch Airlines,5940,Atlanta| GA,Term 2 - E14,Scheduled,2020-07-24 16:40:00,2020-07-24 16:30:00
All Nippon Airways,7403,Atlanta| GA,Term 1 - B2,Scheduled,2020-07-24 16:40:00,2020-07-24 16:40:00
Air France,8936,Atlanta| GA,Term 2 - E14,Scheduled,2020-07-24 16:40:00,2020-07-24 16:30:00
Air New Zealand,9668,Los Angeles| CA,Term 1 - C9,Scheduled,2020-07-24 16:40:00,2020-07-24 16:34:00
United Airlines,5416,Sioux Falls| SD,Term 2 - E8,Scheduled,2020-07-24 16:41:00,2020-07-24 16:41:00
Lufthansa,9141,Sioux Falls| SD,Term 2 - E8,Scheduled,2020-07-24 16:41:00,2020-07-24 16:41:00
Scandinavian Airlines,3992,Washington| DC,Term 1 - C30,Scheduled,2020-07-24 16:42:00,2020-07-24 16:42:00
All Nippon Airways,7559,Washington| DC,Term 1 - C30,Scheduled,2020-07-24 16:42:00,2020-07-24 16:42:00
Air Canada,3084,Nashville| TN,Term 1 - B20,Scheduled,2020-07-24 16:43:00,2020-07-24 16:43:00
All Nippon Airways,7411,Nashville| TN,Term 1 - B20,Scheduled,2020-07-24 16:43:00,2020-07-24 16:43:00
SWISS,3327,Dallas-Fort Worth| TX,Term 1 - B11,Scheduled,2020-07-24 16:45:00,2020-07-24 16:27:00
Scandinavian Airlines,3982,Dallas-Fort Worth| TX,Term 1 - B11,Scheduled,2020-07-24 16:45:00,2020-07-24 16:27:00
LOT Polish Airlines,4354,Dallas-Fort Worth| TX,Term 1 - B11,Scheduled,2020-07-24 16:45:00,2020-07-24 16:27:00
Air New Zealand,2554,Little Rock| AR,Term 2 - F17,Scheduled,2020-07-24 16:46:00,2020-07-24 16:46:00
Aer Lingus,6853,Little Rock| AR,Term 2 - F17,Scheduled,2020-07-24 16:46:00,2020-07-24 16:46:00
British Airways,1947,Traverse City| MI,Term T3 - G10,Scheduled,2020-07-24 16:47:00,2020-07-24 16:47:00
Alaska Airlines,4232,Traverse City| MI,Term T3 - G10,Scheduled,2020-07-24 16:47:00,2020-07-24 16:47:00
Air Canada,4970,San Antonio| TX,Term 2 - E12,Scheduled,2020-07-24 16:48:00,2020-07-24 16:48:00
All Nippon Airways,6517,San Antonio| TX,Term 2 - E12,Scheduled,2020-07-24 16:48:00,2020-07-24 16:48:00
Lufthansa,7485,San Antonio| TX,Term 2 - E12,Scheduled,2020-07-24 16:48:00,2020-07-24 16:48:00
Aer Lingus,6545,Grand Rapids| MI,Term 2 - F19,Scheduled,2020-07-24 16:49:00,2020-07-24 16:49:00
Lufthansa,9101,Grand Rapids| MI,Term 2 - F19,Scheduled,2020-07-24 16:49:00,2020-07-24 16:49:00
United Airlines,2494,Seattle| WA,Term 1 - C29,Scheduled,2020-07-24 16:51:00,2020-07-24 16:27:00
SWISS,3255,Seattle| WA,Term 1 - C29,Scheduled,2020-07-24 16:51:00,2020-07-24 16:27:00
Alaska Airlines,4076,Cincinnati| OH,Term T3 - L21,Scheduled,2020-07-24 16:51:00,2020-07-24 16:51:00
British Airways,5267,Cincinnati| OH,Term T3 - L21,Scheduled,2020-07-24 16:51:00,2020-07-24 16:51:00
Lufthansa,7537,Seattle| WA,Term 1 - C29,Scheduled,2020-07-24 16:51:00,2020-07-24 16:27:00
Scandinavian Airlines,8750,Seattle| WA,Term 1 - C29,Scheduled,2020-07-24 16:51:00,2020-07-24 16:27:00
Air Canada,3389,Omaha| NE,Term 1 - B19,Scheduled,2020-07-24 16:52:00,2020-07-24 16:52:00
Lufthansa,7869,Omaha| NE,Term 1 - B19,Scheduled,2020-07-24 16:52:00,2020-07-24 16:52:00
LOT Polish Airlines,4408,San Francisco| CA,Term 1 - C18,Scheduled,2020-07-24 16:53:00,2020-07-24 16:25:00
Aer Lingus,6226,San Francisco| CA,Term 1 - C18,Scheduled,2020-07-24 16:53:00,2020-07-24 16:25:00
Air New Zealand,2788,Rapid City| SD,Term 1 - C31,Scheduled,2020-07-24 16:54:00,2020-07-24 16:54:00
Spirit Airlines,730,Los Angeles| CA,Term 3 - L11,Scheduled,2020-07-24 16:56:00,2020-07-24 16:52:00
Aer Lingus,6656,Oklahoma City| OK,Term 1 - C27,Scheduled,2020-07-24 16:56:00,2020-07-24 16:56:00
Air New Zealand,2684,New Orleans| LA,Term 1 - C22,Scheduled,2020-07-24 16:57:00,2020-07-24 16:57:00
United Airlines,3542,New Orleans| LA,Term 1 - C22,Scheduled,2020-07-24 16:57:00,2020-07-24 16:57:00
Scandinavian Airlines,3923,New Orleans| LA,Term 1 - C22,Scheduled,2020-07-24 16:57:00,2020-07-24 16:57:00
Lufthansa,7677,New Orleans| LA,Term 1 - C22,Scheduled,2020-07-24 16:57:00,2020-07-24 16:57:00
Air New Zealand,2652,Madison| WI,Term 1 - C1,Scheduled,2020-07-24 16:58:00,2020-07-24 16:58:00
Air New Zealand,2578,Kansas City| MO,Term 1 - B3,Scheduled,2020-07-24 17:00:00,2020-07-24 17:00:00
Alaska Airlines,4492,Sioux Falls| SD,Term T3 - G20,Scheduled,2020-07-24 17:00:00,2020-07-24 17:00:00
All Nippon Airways,7753,Kansas City| MO,Term 1 - B3,Scheduled,2020-07-24 17:00:00,2020-07-24 17:00:00
Qatar Airways,7824,Sioux Falls| SD,Term T3 - G20,Scheduled,2020-07-24 17:00:00,2020-07-24 17:00:00
Scandinavian Airlines,9814,Kansas City| MO,Term 1 - B3,Scheduled,2020-07-24 17:00:00,2020-07-24 17:00:00
Scandinavian Airlines,3966,Houston| TX,Term 1 - C19,Scheduled,2020-07-24 17:01:00,2020-07-24 16:49:00
Aer Lingus,6090,Houston| TX,Term 1 - C19,Scheduled,2020-07-24 17:01:00,2020-07-24 16:49:00
All Nippon Airways,7429,Houston| TX,Term 1 - C19,Scheduled,2020-07-24 17:01:00,2020-07-24 16:49:00
United Airlines,2475,San Diego| CA,Term 1 - B12,Scheduled,2020-07-24 17:02:00,2020-07-24 16:40:00
LOT Polish Airlines,4400,San Diego| CA,Term 1 - B12,Scheduled,2020-07-24 17:02:00,2020-07-24 16:40:00
Aer Lingus,6210,San Diego| CA,Term 1 - B12,Scheduled,2020-07-24 17:02:00,2020-07-24 16:40:00
Lufthansa,9149,San Diego| CA,Term 1 - B12,Scheduled,2020-07-24 17:02:00,2020-07-24 16:40:00
SWISS,3269,Portland| OR,Term 1 - B14,Scheduled,2020-07-24 17:04:00,2020-07-24 16:48:00
Aer Lingus,6194,Portland| OR,Term 1 - B14,Scheduled,2020-07-24 17:04:00,2020-07-24 16:48:00
Lufthansa,9191,Portland| OR,Term 1 - B14,Scheduled,2020-07-24 17:04:00,2020-07-24 16:48:00
Air New Zealand,2484,Indianapolis| IN,Term 1 - C3,Scheduled,2020-07-24 17:07:00,2020-07-24 17:07:00
Air Canada,5586,Indianapolis| IN,Term 1 - C3,Scheduled,2020-07-24 17:07:00,2020-07-24 17:07:00
Air New Zealand,2928,Tulsa| OK,Term 2 - F6,Scheduled,2020-07-24 17:08:00,2020-07-24 17:08:00
United Airlines,4458,Tulsa| OK,Term 2 - F6,Scheduled,2020-07-24 17:08:00,2020-07-24 17:08:00
Lufthansa,8583,Tulsa| OK,Term 2 - F6,Scheduled,2020-07-24 17:08:00,2020-07-24 17:08:00
American Airlines,1417,Cancun,Term T3 - IAB,Scheduled,2020-07-24 17:10:00,2020-07-24 17:20:00
Air Choice One,2634,Burlington| IA,Term 3,Scheduled,2020-07-24 17:10:00,
American Airlines,3486,Rochester| MN,Term T3 - H2,Scheduled,2020-07-24 17:17:00,2020-07-24 17:17:00
Qatar Airways,2845,Detroit| MI,Term T3 - K3,Scheduled,2020-07-24 17:18:00,2020-07-24 17:18:00
Alaska Airlines,4653,Detroit| MI,Term T3 - K3,Scheduled,2020-07-24 17:18:00,2020-07-24 17:18:00
British Airways,5188,Kansas City| MO,Term T3 - L10B,Scheduled,2020-07-24 17:19:00,2020-07-24 17:19:00
Qatar Airways,7613,San Antonio| TX,Term T3 - L6B,Scheduled,2020-07-24 17:21:00,2020-07-24 17:21:00
JetBlue Airways,2711,Boston| MA,Term 3 - G2,Scheduled,2020-07-24 17:22:00,2020-07-24 17:18:00
Qatar Airways,9148,Bloomington/Normal| IL,Term T3 - K2,Scheduled,2020-07-24 17:23:00,2020-07-24 17:23:00
Alaska Airlines,4168,Madison| WI,Term T3 - G5,Scheduled,2020-07-24 17:25:00,2020-07-24 17:25:00
Qatar Airways,7568,Madison| WI,Term T3 - G5,Scheduled,2020-07-24 17:25:00,2020-07-24 17:25:00
British Airways,4816,Salt Lake City| UT,Term T3 - H6,Scheduled,2020-07-24 17:26:00,2020-07-24 17:26:00
American Airlines,3792,Omaha| NE,Term T3 - L2C,Scheduled,2020-07-24 17:28:00,2020-07-24 17:28:00
British Airways,5512,Omaha| NE,Term T3 - L2C,Scheduled,2020-07-24 17:28:00,2020-07-24 17:28:00
British Airways,6865,Orange County| CA,Term T3 - K4,Scheduled,2020-07-24 17:34:00,2020-07-24 17:33:00
British Airways,4992,Nashville| TN,Term T3 - G17,Arrived,2020-07-24 09:15:00,2020-07-24 11:51:00
JetBlue Airways,1105,New York| NY, ,No Recent Info - Call Airline,2020-07-24 11:30:00,
Spirit Airlines,847,New York| NY,Term 3 - L11,Arrived,2020-07-24 11:43:00,2020-07-24 10:54:00
American Airlines,1033,Washington| DC,Term T3 - H6,Arrived,2020-07-24 12:06:00,2020-07-24 11:37:00
American Airlines,2408,Charlotte| NC,Term T3 - K5,In Air,2020-07-24 12:13:00,2020-07-24 12:34:00
British Airways,5456,Charlotte| NC,Term T3 - K5,In Air,2020-07-24 12:13:00,2020-07-24 12:34:00
American Airlines,4246,Kansas City| MO,Term T3 - L2A,Arrived,2020-07-24 12:15:00,2020-07-24 11:59:00
Cape Air,1153,Quincy| IL,Term 3,Arrived,2020-07-24 12:19:00,2020-07-24 12:10:00
Qantas Airways,3191,San Francisco| CA,Term T3 - H18,Arrived,2020-07-24 12:19:00,2020-07-24 12:13:00
Alaska Airlines,4059,Buffalo| NY,Term T3 - L10B,Arrived,2020-07-24 12:19:00,2020-07-24 12:13:00
British Airways,4325,Cleveland| OH,Term T3 - G19A,Arrived,2020-07-24 12:19:00,2020-07-24 11:45:00
Gulf Air,6617,Cleveland| OH,Term T3 - G19A,Arrived,2020-07-24 12:19:00,2020-07-24 11:45:00
American Airlines,8350,Quincy| IL,Term 3,Arrived,2020-07-24 12:19:00,2020-07-24 12:10:00
American Airlines,2431,Los Angeles| CA,Term T3 - K12,Arrived,2020-07-24 12:21:00,2020-07-24 12:15:00
Qatar Airways,2850,Columbus| OH,Term T3 - L20,Arrived,2020-07-24 12:22:00,2020-07-24 12:11:00
British Airways,4594,Columbus| OH,Term T3 - L20,Arrived,2020-07-24 12:22:00,2020-07-24 12:11:00
American Airlines,3616,Lexington| KY,Term T3 - G8,Arrived,2020-07-24 12:23:00,2020-07-24 11:57:00
British Airways,4925,Lexington| KY,Term T3 - G8,Arrived,2020-07-24 12:23:00,2020-07-24 11:57:00
Qatar Airways,2490,Detroit| MI,Term T3 - G1B,Arrived,2020-07-24 12:24:00,2020-07-24 12:10:00
Qantas Airways,3306,Pittsburgh| PA,Term T3 - K1,Arrived,2020-07-24 12:24:00,2020-07-24 11:52:00
American Airlines,4070,Pittsburgh| PA,Term T3 - K1,Arrived,2020-07-24 12:24:00,2020-07-24 11:52:00
Alaska Airlines,4465,Pittsburgh| PA,Term T3 - K1,Arrived,2020-07-24 12:24:00,2020-07-24 11:52:00
British Airways,5617,Detroit| MI,Term T3 - G1B,Arrived,2020-07-24 12:24:00,2020-07-24 12:10:00
American Airlines,2796,Miami| FL,Term T3 - K19,Arrived,2020-07-24 12:25:00,2020-07-24 12:22:00
Alaska Airlines,4557,Miami| FL,Term T3 - K19,Arrived,2020-07-24 12:25:00,2020-07-24 12:22:00
British Airways,2454,Toronto,Term T3 - L4,Arrived,2020-07-24 12:26:00,2020-07-24 12:18:00
American Airlines,3736,Toronto,Term T3 - L4,Arrived,2020-07-24 12:26:00,2020-07-24 12:18:00
American Airlines,1833,Nashville| TN,Term T3 - H11B,Arrived,2020-07-24 12:27:00,2020-07-24 12:22:00
Spirit Airlines,3029,Myrtle Beach| SC,Term 3 - L7,Arrived,2020-07-24 12:27:00,2020-07-24 12:04:00
American Airlines,3978,Evansville| IN,Term T3 - G19,Arrived,2020-07-24 12:28:00,2020-07-24 12:14:00
British Airways,4913,Evansville| IN,Term T3 - G19,Arrived,2020-07-24 12:28:00,2020-07-24 12:14:00
Qatar Airways,2436,Cincinnati| OH,Term T3 - L24,Arrived,2020-07-24 12:29:00,2020-07-24 12:23:00
American Airlines,3926,Rochester| MN,Term T3 - G12,Arrived,2020-07-24 12:29:00,2020-07-24 12:07:00
Alaska Airlines,4049,Cincinnati| OH,Term T3 - L24,Arrived,2020-07-24 12:29:00,2020-07-24 12:23:00
Qantas Airways,4870,Cincinnati| OH,Term T3 - L24,Arrived,2020-07-24 12:29:00,2020-07-24 12:23:00
British Airways,6951,Cedar Rapids| IA,Term T3 - G14A,Landed,2020-07-24 12:29:00,2020-07-24 12:13:00
American Airlines,4103,Champaign/Urbana| IL,Term T3 - G10,Arrived,2020-07-24 12:30:00,2020-07-24 12:20:00
British Airways,5628,Champaign/Urbana| IL,Term T3 - G10,Arrived,2020-07-24 12:30:00,2020-07-24 12:20:00
American Airlines,1458,San Diego| CA,Term T3 - K13,Arrived,2020-07-24 12:31:00,2020-07-24 12:04:00
American Airlines,1755,Philadelphia| PA,Term T3 - H12,Arrived,2020-07-24 12:32:00,2020-07-24 12:05:00
American Airlines,3474,State College| PA,Term T3 - L1B,Arrived,2020-07-24 12:33:00,2020-07-24 12:24:00
British Airways,5126,Green Bay| WI,Term T3 - G13,Arrived,2020-07-24 12:34:00,2020-07-24 12:16:00
United Airlines,5225,Aspen| CO,Term 1 - B23,Landed,2020-07-24 12:35:00,2020-07-24 12:21:00
Qatar Airways,2455,Newark| NJ,Term T3 - L6B,Arrived,2020-07-24 12:36:00,2020-07-24 12:23:00
United Airlines,3759,Duluth| MN,Term 2 - F26,Landed,2020-07-24 12:36:00,2020-07-24 12:21:00
British Airways,4582,Newark| NJ,Term T3 - L6B,Arrived,2020-07-24 12:36:00,2020-07-24 12:23:00
Air New Zealand,2376,Fort Lauderdale| FL,Term 1 - C19,Arrived,2020-07-24 12:37:00,2020-07-24 12:03:00
American Airlines,2987,Rochester| NY,Term T3 - G16,Arrived,2020-07-24 12:37:00,2020-07-24 12:25:00
Alaska Airlines,4094,Rochester| NY,Term T3 - G16,Arrived,2020-07-24 12:37:00,2020-07-24 12:25:00
British Airways,6711,Mosinee| WI,Term T3 - H1A,Landed,2020-07-24 12:37:00,2020-07-24 12:14:00
United Airlines,3783,Springfield| MO,Term 2 - F22,Arrived,2020-07-24 12:38:00,2020-07-24 12:13:00
American Airlines,3813,Toledo| OH,Term T3 - G20,Arrived,2020-07-24 12:39:00,2020-07-24 12:19:00
British Airways,4750,Madison| WI,Term T3 - G3,Arrived,2020-07-24 12:39:00,2020-07-24 12:23:00
American Airlines,4051,Syracuse| NY,Term T3 - L23,Landed,2020-07-24 12:40:00,2020-07-24 12:17:00
Alaska Airlines,4166,Syracuse| NY,Term T3 - L23,Landed,2020-07-24 12:40:00,2020-07-24 12:17:00
British Airways,6531,Grand Rapids| MI,Term T3 - L22,Landed,2020-07-24 12:40:00,2020-07-24 12:18:00
United Airlines,3575,Traverse City| MI,Term 1 - C7,Landed,2020-07-24 12:42:00,2020-07-24 12:17:00
Air Canada,3993,Memphis| TN,Term 2 - F19,Landed,2020-07-24 12:43:00,2020-07-24 12:27:00
Aer Lingus,6628,Memphis| TN,Term 2 - F19,Landed,2020-07-24 12:43:00,2020-07-24 12:27:00
Lufthansa,8819,Memphis| TN,Term 2 - F19,Landed,2020-07-24 12:43:00,2020-07-24 12:27:00
United Airlines,3608,Raleigh/Durham| NC,Term 1 - C22,Landed,2020-07-24 12:44:00,2020-07-24 12:21:00
Lufthansa,8853,Raleigh/Durham| NC,Term 1 - C22,Landed,2020-07-24 12:44:00,2020-07-24 12:21:00
AeroMexico,652,Guadalajara,Term 5,In Air,2020-07-24 12:45:00,2020-07-24 12:40:00
Alaska Airlines,4078,Indianapolis| IN,Term T3 - L21,Landed,2020-07-24 12:45:00,2020-07-24 12:24:00
Qantas Airways,4900,Indianapolis| IN,Term T3 - L21,Landed,2020-07-24 12:45:00,2020-07-24 12:24:00
Delta Air Lines,8043,Guadalajara,Term 5,In Air,2020-07-24 12:45:00,2020-07-24 12:40:00
Air New Zealand,2756,Pittsburgh| PA,Term 1 - C5,In Air,2020-07-24 12:46:00,2020-07-24 12:34:00
United Airlines,4428,Fayetteville/Springdale/| AR,Term 2 - F17,Arrived,2020-07-24 12:46:00,2020-07-24 12:21:00
Aer Lingus,6580,Wichita| KS,Term 2 - F23,In Air,2020-07-24 12:46:00,2020-07-24 12:31:00
All Nippon Airways,7619,Wichita| KS,Term 2 - F23,In Air,2020-07-24 12:46:00,2020-07-24 12:31:00
Lufthansa,9215,Wichita| KS,Term 2 - F23,In Air,2020-07-24 12:46:00,2020-07-24 12:31:00
Air New Zealand,2556,Little Rock| AR,Term 2 - F27,Arrived,2020-07-24 12:50:00,2020-07-24 12:24:00
United Airlines,4400,Little Rock| AR,Term 2 - F27,Arrived,2020-07-24 12:50:00,2020-07-24 12:24:00
Air Canada,4923,St Louis| MO,Term 2 - F15,In Air,2020-07-24 12:50:00,2020-07-24 12:29:00
Turkish Airlines,6555,Shannon, ,No Recent Info - Call Airline,2020-07-24 12:50:00,
All Nippon Airways,7467,St Louis| MO,Term 2 - F15,In Air,2020-07-24 12:50:00,2020-07-24 12:29:00
Austrian Airlines,7736,St Louis| MO,Term 2 - F15,In Air,2020-07-24 12:50:00,2020-07-24 12:29:00
United Airlines,5629,Columbia| MO,Term 1 - C8,In Air,2020-07-24 12:51:00,2020-07-24 12:36:00
Lufthansa,9121,Sioux Falls| SD,Term 2 - F6,Arrived,2020-07-24 12:51:00,2020-07-24 12:22:00
Air Canada,3191,Norfolk| VA,Term 1 - C30,Landed,2020-07-24 12:52:00,2020-07-24 12:27:00
All Nippon Airways,7521,Norfolk| VA,Term 1 - C30,Landed,2020-07-24 12:52:00,2020-07-24 12:27:00
Air New Zealand,2170,Cleveland| OH,Term 1 - C29,In Air,2020-07-24 12:53:00,2020-07-24 12:34:00
Air Canada,3081,Cincinnati| OH,Term 2 - F25,Landed,2020-07-24 12:53:00,2020-07-24 12:26:00
LOT Polish Airlines,4334,Cleveland| OH,Term 1 - C29,In Air,2020-07-24 12:53:00,2020-07-24 12:34:00
Aer Lingus,6008,Cleveland| OH,Term 1 - C29,In Air,2020-07-24 12:53:00,2020-07-24 12:34:00
All Nippon Airways,7599,Cleveland| OH,Term 1 - C29,In Air,2020-07-24 12:53:00,2020-07-24 12:34:00
Lufthansa,8619,Cincinnati| OH,Term 2 - F25,Landed,2020-07-24 12:53:00,2020-07-24 12:26:00
Scandinavian Airlines,9782,Cleveland| OH,Term 1 - C29,In Air,2020-07-24 12:53:00,2020-07-24 12:34:00
Air Canada,3006,Philadelphia| PA,Term 1 - B6,In Air,2020-07-24 12:54:00,2020-07-24 12:36:00
United Airlines,3780,South Bend| IN,Term 2 - F18,In Air,2020-07-24 12:54:00,2020-07-24 12:28:00
All Nippon Airways,7595,Philadelphia| PA,Term 1 - B6,In Air,2020-07-24 12:54:00,2020-07-24 12:36:00
United Airlines,1161,Houston| TX,Term 1 - C20,In Air,2020-07-24 12:55:00,2020-07-24 12:33:00
LOT Polish Airlines,4364,Houston| TX,Term 1 - C20,In Air,2020-07-24 12:55:00,2020-07-24 12:33:00
Scandinavian Airlines,6742,Houston| TX,Term 1 - C20,In Air,2020-07-24 12:55:00,2020-07-24 12:33:00
Lufthansa,7493,Houston| TX,Term 1 - C20,In Air,2020-07-24 12:55:00,2020-07-24 12:33:00
Air New Zealand,2666,Minneapolis| MN,Term 1 - C1,Landed,2020-07-24 12:56:00,2020-07-24 12:19:00
Air Canada,3675,Minneapolis| MN,Term 1 - C1,Landed,2020-07-24 12:56:00,2020-07-24 12:19:00
All Nippon Airways,7397,Minneapolis| MN,Term 1 - C1,Landed,2020-07-24 12:56:00,2020-07-24 12:19:00
American Airlines,9901,Rochester| NY,Term T3 - G17,Landed,2020-07-24 12:57:00,2020-07-24 12:20:00
Air New Zealand,2124,Baltimore| MD,Term 1 - B19,In Air,2020-07-24 12:58:00,2020-07-24 12:35:00
Air Canada,5488,Sacramento| CA,Term 1 - B9,In Air,2020-07-24 12:58:00,2020-07-24 12:29:00
All Nippon Airways,6507,Baltimore| MD,Term 1 - B19,In Air,2020-07-24 12:58:00,2020-07-24 12:35:00
Lufthansa,9347,Sacramento| CA,Term 1 - B9,In Air,2020-07-24 12:58:00,2020-07-24 12:29:00
Air New Zealand,2526,New York| NY,Term 1 - B11,Landed,2020-07-24 12:59:00,2020-07-24 12:23:00
United Airlines,3451,Dallas-Fort Worth| TX,Term 1 - C28,Landed,2020-07-24 12:59:00,2020-07-24 12:22:00
Lufthansa,7469,Dallas-Fort Worth| TX,Term 1 - C28,Landed,2020-07-24 12:59:00,2020-07-24 12:22:00
Austrian Airlines,7708,Dallas-Fort Worth| TX,Term 1 - C28,Landed,2020-07-24 12:59:00,2020-07-24 12:22:00
Scandinavian Airlines,9798,Dallas-Fort Worth| TX,Term 1 - C28,Landed,2020-07-24 12:59:00,2020-07-24 12:22:00
Thai Airways,7708,Frankfurt,Term 5,Arrived,2020-07-24 13:00:00,2020-07-24 12:24:00
United Airlines,8836,Frankfurt,Term 5,Arrived,2020-07-24 13:00:00,2020-07-24 12:24:00
Air Canada,9457,Frankfurt,Term 5,Arrived,2020-07-24 13:00:00,2020-07-24 12:24:00
United Airlines,3404,Atlanta| GA,Term 1 - C3,In Air,2020-07-24 13:01:00,2020-07-24 12:52:00
Austrian Airlines,7724,Atlanta| GA,Term 1 - C3,In Air,2020-07-24 13:01:00,2020-07-24 12:52:00
United Airlines,449,Las Vegas| NV,Term 1 - C25,In Air,2020-07-24 13:02:00,2020-07-24 12:42:00
Air New Zealand,2572,Kansas City| MO,Term 1 - C2,In Air,2020-07-24 13:02:00,2020-07-24 12:38:00
LOT Polish Airlines,4368,Las Vegas| NV,Term 1 - C25,In Air,2020-07-24 13:02:00,2020-07-24 12:42:00
Air Canada,5412,Kansas City| MO,Term 1 - C2,In Air,2020-07-24 13:02:00,2020-07-24 12:38:00
All Nippon Airways,6513,Kansas City| MO,Term 1 - C2,In Air,2020-07-24 13:02:00,2020-07-24 12:38:00
Austrian Airlines,7744,Las Vegas| NV,Term 1 - C25,In Air,2020-07-24 13:02:00,2020-07-24 12:42:00
Lufthansa,9195,Kansas City| MO,Term 1 - C2,In Air,2020-07-24 13:02:00,2020-07-24 12:38:00
Scandinavian Airlines,9816,Kansas City| MO,Term 1 - C2,In Air,2020-07-24 13:02:00,2020-07-24 12:38:00
United Airlines,525,Orlando| FL,Term 1 - B7,In Air,2020-07-24 13:03:00,2020-07-24 12:30:00
Air New Zealand,2586,Orlando| FL,Term 1 - B7,In Air,2020-07-24 13:03:00,2020-07-24 12:30:00
LOT Polish Airlines,4394,Phoenix| AZ,Term 1 - B10,Landed,2020-07-24 13:03:00,2020-07-24 12:27:00
Air Canada,5262,Phoenix| AZ,Term 1 - B10,Landed,2020-07-24 13:03:00,2020-07-24 12:27:00
Austrian Airlines,7726,Orlando| FL,Term 1 - B7,In Air,2020-07-24 13:03:00,2020-07-24 12:30:00
Lufthansa,8751,Birmingham| AL,Term 2 - F11,In Air,2020-07-24 13:03:00,2020-07-24 12:34:00
Scandinavian Airlines,9834,Phoenix| AZ,Term 1 - B10,Landed,2020-07-24 13:03:00,2020-07-24 12:27:00
United Airlines,5681,Austin| TX,Term 1 - B4,In Air,2020-07-24 13:04:00,2020-07-24 12:54:00
Scandinavian Airlines,6825,Austin| TX,Term 1 - B4,In Air,2020-07-24 13:04:00,2020-07-24 12:54:00
Air New Zealand,2404,Grand Rapids| MI,Term 2 - F21,In Air,2020-07-24 13:05:00,2020-07-24 12:33:00
Aer Lingus,6544,Grand Rapids| MI,Term 2 - F21,In Air,2020-07-24 13:05:00,2020-07-24 12:33:00
Air New Zealand,2150,Charleston| SC,Term 1 - C6,In Air,2020-07-24 13:06:00,2020-07-24 13:08:00
Air Canada,4570,Charleston| SC,Term 1 - C6,In Air,2020-07-24 13:06:00,2020-07-24 13:08:00
Lufthansa,8567,Charleston| SC,Term 1 - C6,In Air,2020-07-24 13:06:00,2020-07-24 13:08:00
